location,propertyType,squaredMeter,room,bathroom,prices
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,83.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,170.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,146.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,102.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,113.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,110.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,110.0,2,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,70.0,1,1,1150000
TUXTLA GUTIERREZ,Casa,102.0,2,2,1150000
TUXTLA GUTIERREZ,Casa,95.0,3,2,1157500
TUXTLA GUTIERREZ,Departamento,96.0,3,2,1160000
TUXTLA GUTIERREZ,Casa,150.0,3,1,1167000
TUXTLA GUTIERREZ,Casa,150.0,3,1,1167000
TUXTLA GUTIERREZ,Casa,83.0,3,3,1168000
TUXTLA GUTIERREZ,Casa,83.0,2,2,1180000
TUXTLA GUTIERREZ,Casa,98.0,3,2,1180000
TUXTLA GUTIERREZ,Casa,90.0,3,3,1187500
TUXTLA GUTIERREZ,Casa,95.0,1,1,1190000
TUXTLA GUTIERREZ,Casa,95.0,1,1,1190000
TUXTLA GUTIERREZ,Departamento,95.0,3,2,1190000
TUXTLA GUTIERREZ,Departamento,200.0,3,2,1190000
TUXTLA GUTIERREZ,Departamento,99.0,3,2,1190000
TUXTLA GUTIERREZ,Departamento,200.0,3,2,1190000
TUXTLA GUTIERREZ,Casa,105.0,2,1,1194000
TUXTLA GUTIERREZ,Casa,118.0,3,1,1195000
TUXTLA GUTIERREZ,Departamento,82.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,83.0,3,3,1200000
TUXTLA GUTIERREZ,Casa,83.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,120.0,4,3,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,2,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,110.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1200000
TUXTLA GUTIERREZ,Departamento,140.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,140.0,3,2,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,91.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,83.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,89.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,96.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,2,1200000
TUXTLA GUTIERREZ,Departamento,140.0,3,2,1200000
TUXTLA GUTIERREZ,Casa,140.0,4,2,1200000
TUXTLA GUTIERREZ,Casa,123.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,120.0,4,2,1200000
TUXTLA GUTIERREZ,Casa,120.0,3,2,1200000
TUXTLA GUTIERREZ,Casa,120.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,120.0,2,1,1200000
TUXTLA GUTIERREZ,Casa,120.0,2,1,1200000
TUXTLA GUTIERREZ,Departamento,120.0,3,2,1200000
TUXTLA GUTIERREZ,Casa,120.0,2,2,1200000
TUXTLA GUTIERREZ,Casa,120.0,2,1,1215000
TUXTLA GUTIERREZ,Casa,90.0,3,1,1224000
TUXTLA GUTIERREZ,Casa,150.0,3,1,1224000
TUXTLA GUTIERREZ,Casa,90.0,2,1,1225000
TUXTLA GUTIERREZ,Casa,87.0,2,1,1225000
TUXTLA GUTIERREZ,Casa,89.0,2,1,1230000
TUXTLA GUTIERREZ,Casa,120.0,2,1,1230000
TUXTLA GUTIERREZ,Casa,48.0,2,1,1230000
TUXTLA GUTIERREZ,Casa,95.0,2,1,1230000
TUXTLA GUTIERREZ,Casa,95.0,2,1,1230000
TUXTLA GUTIERREZ,Casa,80.0,2,1,1230000
TUXTLA GUTIERREZ,Casa,83.0,4,3,1232500
TUXTLA GUTIERREZ,Departamento,120.0,2,2,1234000
TUXTLA GUTIERREZ,Casa,106.0,3,3,1242000
TUXTLA GUTIERREZ,Casa,120.0,3,2,1248000
TUXTLA GUTIERREZ,Casa,163.0,4,3,1250000
TUXTLA GUTIERREZ,Casa,190.0,2,3,1250000
TUXTLA GUTIERREZ,Casa,125.0,2,2,1250000
TUXTLA GUTIERREZ,Casa,87.0,2,1,1250000
TUXTLA GUTIERREZ,Casa,120.0,2,2,1250000
TUXTLA GUTIERREZ,Casa,100.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,105.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,119.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,108.0,3,3,1250000
TUXTLA GUTIERREZ,Casa,90.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,185.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,228.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,106.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,180.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,128.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,150.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,120.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,180.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,115.0,2,2,1250000
TUXTLA GUTIERREZ,Casa,180.0,4,2,1250000
TUXTLA GUTIERREZ,Departamento,110.0,2,1,1250000
TUXTLA GUTIERREZ,Casa,100.0,2,1,1250000
TUXTLA GUTIERREZ,Casa,105.0,2,2,1250000
TUXTLA GUTIERREZ,Casa,250.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,150.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,150.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,172.0,3,2,1250000
TUXTLA GUTIERREZ,Casa,120.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,120.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,95.0,4,2,1250000
TUXTLA GUTIERREZ,Casa,149.0,3,3,1250000
TUXTLA GUTIERREZ,Casa,88.0,3,3,1250000
TUXTLA GUTIERREZ,Casa,250.0,3,3,1250000
TUXTLA GUTIERREZ,Casa,110.0,3,3,1250000
TUXTLA GUTIERREZ,Casa,102.0,3,3,1250000
TUXTLA GUTIERREZ,Casa,120.0,3,3,1250000
TUXTLA GUTIERREZ,Casa,90.0,3,3,1250000
TUXTLA GUTIERREZ,Casa,105.0,3,3,1250000
TUXTLA GUTIERREZ,Casa,105.0,2,1,1260000
TUXTLA GUTIERREZ,Casa,105.0,4,2,1260000
TUXTLA GUTIERREZ,Casa,105.0,2,2,1260000
TUXTLA GUTIERREZ,Casa,215.0,2,3,1270000
TUXTLA GUTIERREZ,Departamento,160.0,3,2,1270000
TUXTLA GUTIERREZ,Casa,148.0,3,3,1270000
TUXTLA GUTIERREZ,Casa,125.0,3,2,1275000
TUXTLA GUTIERREZ,Casa,210.0,3,2,1280000
TUXTLA GUTIERREZ,Casa,140.0,3,3,1280000
TUXTLA GUTIERREZ,Casa,95.0,2,2,1280000
TUXTLA GUTIERREZ,Casa,110.0,2,2,1280000
TUXTLA GUTIERREZ,Casa,160.0,3,2,1280000
TUXTLA GUTIERREZ,Departamento,90.0,3,1,1290000
TUXTLA GUTIERREZ,Casa,90.0,3,3,1300000
TUXTLA GUTIERREZ,Casa,105.0,3,3,1300000
TUXTLA GUTIERREZ,Casa,105.0,5,1,1300000
TUXTLA GUTIERREZ,Casa,170.0,3,3,1300000
TUXTLA GUTIERREZ,Casa,128.0,3,2,1300000
TUXTLA GUTIERREZ,Casa,134.0,2,3,1300000
TUXTLA GUTIERREZ,Casa,160.0,3,2,1300000
TUXTLA GUTIERREZ,Casa,280.0,3,2,1300000
TUXTLA GUTIERREZ,Casa,185.0,2,1,1300000
TUXTLA GUTIERREZ,Casa,185.0,3,2,1300000
TUXTLA GUTIERREZ,Casa,200.0,3,2,1300000
TUXTLA GUTIERREZ,Casa,210.0,2,2,1350000
TUXTLA GUTIERREZ,Casa,118.0,3,2,1350000
TUXTLA GUTIERREZ,Casa,180.0,4,2,1350000
TUXTLA GUTIERREZ,Casa,100.0,3,2,1350000
TUXTLA GUTIERREZ,Casa,212.0,4,2,1350000
TUXTLA GUTIERREZ,Casa,180.0,3,2,1350000
TUXTLA GUTIERREZ,Casa,300.0,3,3,1350000
TUXTLA GUTIERREZ,Casa,200.0,5,2,1350000
TUXTLA GUTIERREZ,Casa,135.0,2,2,1350000
TUXTLA GUTIERREZ,Casa,131.0,2,2,1350000
TUXTLA GUTIERREZ,Casa,131.0,3,2,1350000
TUXTLA GUTIERREZ,Casa,131.0,3,3,1350000
TUXTLA GUTIERREZ,Casa,131.0,3,2,1350000
TUXTLA GUTIERREZ,Casa,131.0,2,2,1350000
TUXTLA GUTIERREZ,Casa,131.0,4,2,1350000
TUXTLA GUTIERREZ,Casa,131.0,3,3,1357500
TUXTLA GUTIERREZ,Casa,131.0,3,3,1360000
TUXTLA GUTIERREZ,Casa,131.0,5,4,1365000
TUXTLA GUTIERREZ,Casa,170.0,3,2,1373300
TUXTLA GUTIERREZ,Casa,120.0,3,2,1373300
TUXTLA GUTIERREZ,Casa,127.0,4,2,1374700
TUXTLA GUTIERREZ,Casa,131.0,2,3,1380000
TUXTLA GUTIERREZ,Casa,131.0,3,3,1380000
TUXTLA GUTIERREZ,Casa,131.0,2,2,1380000
TUXTLA GUTIERREZ,Casa,131.0,4,3,1380000
TUXTLA GUTIERREZ,Departamento,131.0,2,2,1382000
TUXTLA GUTIERREZ,Casa,350.0,2,1,1390000
TUXTLA GUTIERREZ,Casa,127.0,3,2,1390000
TUXTLA GUTIERREZ,Casa,100.0,3,1,1390000
TUXTLA GUTIERREZ,Casa,100.0,2,1,1394000
TUXTLA GUTIERREZ,Casa,120.0,3,1,1395000
TUXTLA GUTIERREZ,Casa,100.0,3,2,1398000
TUXTLA GUTIERREZ,Casa,108.0,3,2,1398000
TUXTLA GUTIERREZ,Casa,105.0,3,3,1398000
TUXTLA GUTIERREZ,Casa,105.0,3,2,1398000
TUXTLA GUTIERREZ,Casa,120.0,5,5,1400000
TUXTLA GUTIERREZ,Casa,120.0,4,2,1400000
TUXTLA GUTIERREZ,Casa,120.0,2,1,1400000
TUXTLA GUTIERREZ,Casa,120.0,2,1,1400000
TUXTLA GUTIERREZ,Casa,105.0,2,2,1400000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1400000
TUXTLA GUTIERREZ,Casa,140.0,2,2,1400000
TUXTLA GUTIERREZ,Casa,120.0,4,2,1400000
TUXTLA GUTIERREZ,Casa,168.0,5,5,1400000
TUXTLA GUTIERREZ,Casa,200.0,3,2,1400000
TUXTLA GUTIERREZ,Casa,200.0,4,3,1400000
TUXTLA GUTIERREZ,Casa,200.0,2,1,1400000
TUXTLA GUTIERREZ,Casa,180.0,3,2,1400000
TUXTLA GUTIERREZ,Casa,110.0,3,2,1400000
TUXTLA GUTIERREZ,Casa,170.0,5,5,1400000
TUXTLA GUTIERREZ,Casa,180.0,3,3,1400000
TUXTLA GUTIERREZ,Casa,160.0,3,1,1409700
TUXTLA GUTIERREZ,Casa,97.0,3,2,1409700
TUXTLA GUTIERREZ,Casa,115.0,3,3,1413000
TUXTLA GUTIERREZ,Casa,187.0,3,3,1413000
TUXTLA GUTIERREZ,Casa,180.0,3,2,1420000
TUXTLA GUTIERREZ,Casa,220.0,3,3,1420000
TUXTLA GUTIERREZ,Casa,95.0,3,3,1420000
TUXTLA GUTIERREZ,Casa,150.0,3,3,1420000
TUXTLA GUTIERREZ,Casa,160.0,3,1,1420000
TUXTLA GUTIERREZ,Casa,150.0,5,4,1425000
TUXTLA GUTIERREZ,Casa,120.0,5,4,1425000
TUXTLA GUTIERREZ,Casa,140.0,3,2,1428500
TUXTLA GUTIERREZ,Casa,143.0,3,2,1430000
TUXTLA GUTIERREZ,Casa,60.0,3,2,1435000
TUXTLA GUTIERREZ,Casa,187.0,3,2,1436000
TUXTLA GUTIERREZ,Departamento,130.0,2,2,1437000
TUXTLA GUTIERREZ,Casa,80.0,2,2,1445000
TUXTLA GUTIERREZ,Casa,105.0,2,1,1447000
TUXTLA GUTIERREZ,Casa,180.0,5,2,1450000
TUXTLA GUTIERREZ,Casa,128.0,2,2,1450000
TUXTLA GUTIERREZ,Casa,112.0,3,2,1450000
TUXTLA GUTIERREZ,Casa,106.0,3,3,1450000
TUXTLA GUTIERREZ,Casa,88.0,3,2,1450000
TUXTLA GUTIERREZ,Casa,97.0,3,3,1450000
TUXTLA GUTIERREZ,Casa,112.0,3,3,1450000
TUXTLA GUTIERREZ,Casa,115.0,2,3,1450000
TUXTLA GUTIERREZ,Casa,120.0,3,3,1450000
TUXTLA GUTIERREZ,Casa,120.0,3,3,1450000
TUXTLA GUTIERREZ,Casa,143.0,3,3,1450000
TUXTLA GUTIERREZ,Casa,200.0,3,3,1450000
TUXTLA GUTIERREZ,Casa,102.0,3,3,1450000
TUXTLA GUTIERREZ,Casa,130.0,4,3,1450000
TUXTLA GUTIERREZ,Casa,145.0,3,2,1450000
TUXTLA GUTIERREZ,Casa,170.0,5,3,1450000
TUXTLA GUTIERREZ,Casa,170.0,2,2,1450000
TUXTLA GUTIERREZ,Casa,160.0,3,2,1450000
TUXTLA GUTIERREZ,Casa,155.0,3,3,1450000
TUXTLA GUTIERREZ,Casa,155.0,2,3,1450000
TUXTLA GUTIERREZ,Casa,155.0,2,3,1450000
TUXTLA GUTIERREZ,Casa,155.0,2,3,1450000
TUXTLA GUTIERREZ,Casa,155.0,2,3,1450000
TUXTLA GUTIERREZ,Casa,174.0,2,3,1450000
TUXTLA GUTIERREZ,Casa,130.0,3,2,1454000
TUXTLA GUTIERREZ,Departamento,100.0,3,3,1463000
TUXTLA GUTIERREZ,Casa,400.0,2,2,1470000
TUXTLA GUTIERREZ,Casa,160.0,2,2,1470000
TUXTLA GUTIERREZ,Casa,180.0,2,2,1470000
TUXTLA GUTIERREZ,Casa,145.0,2,2,1470000
TUXTLA GUTIERREZ,Casa,175.0,3,2,1473000
TUXTLA GUTIERREZ,Casa,129.0,3,3,1474900
TUXTLA GUTIERREZ,Casa,128.0,3,2,1475000
TUXTLA GUTIERREZ,Casa,185.0,3,3,1475000
TUXTLA GUTIERREZ,Casa,105.0,3,3,1475000
TUXTLA GUTIERREZ,Casa,90.0,3,3,1475000
TUXTLA GUTIERREZ,Casa,280.0,3,3,1475000
TUXTLA GUTIERREZ,Casa,120.0,3,3,1475000
TUXTLA GUTIERREZ,Casa,120.0,3,2,1479000
TUXTLA GUTIERREZ,Casa,115.0,3,3,1480000
TUXTLA GUTIERREZ,Casa,170.0,3,3,1480000
TUXTLA GUTIERREZ,Casa,125.0,3,3,1490000
TUXTLA GUTIERREZ,Casa,120.0,2,2,1490000
TUXTLA GUTIERREZ,Casa,120.0,4,3,1492500
TUXTLA GUTIERREZ,Casa,80.0,4,3,1492500
TUXTLA GUTIERREZ,Casa,156.0,4,3,1492500
TUXTLA GUTIERREZ,Casa,90.0,3,3,1499000
TUXTLA GUTIERREZ,Casa,105.0,3,3,1500000
TUXTLA GUTIERREZ,Casa,83.0,2,2,1500000
TUXTLA GUTIERREZ,Casa,160.0,5,3,1500000
TUXTLA GUTIERREZ,Casa,200.0,2,2,1500000
TUXTLA GUTIERREZ,Casa,155.0,5,2,1500000
TUXTLA GUTIERREZ,Casa,256.0,3,3,1500000
TUXTLA GUTIERREZ,Casa,120.0,2,2,1500000
TUXTLA GUTIERREZ,Casa,125.0,2,2,1500000
TUXTLA GUTIERREZ,Casa,160.0,2,2,1500000
TUXTLA GUTIERREZ,Casa,138.0,4,3,1500000
TUXTLA GUTIERREZ,Casa,105.0,3,2,1500000
TUXTLA GUTIERREZ,Casa,119.0,2,2,1500000
TUXTLA GUTIERREZ,Casa,111.0,1,1,1500000
TUXTLA GUTIERREZ,Casa,256.0,2,1,1500000
TUXTLA GUTIERREZ,Casa,134.0,3,1,1500000
TUXTLA GUTIERREZ,Casa,140.0,2,1,1500000
TUXTLA GUTIERREZ,Casa,110.0,3,2,1500000
TUXTLA GUTIERREZ,Casa,140.0,3,2,1500000
TUXTLA GUTIERREZ,Casa,111.0,2,2,1500000
TUXTLA GUTIERREZ,Casa,160.0,4,4,1500000
TUXTLA GUTIERREZ,Casa,200.0,1,1,1500000
TUXTLA GUTIERREZ,Casa,108.0,2,3,1500000
TUXTLA GUTIERREZ,Casa,105.0,3,2,1500000
TUXTLA GUTIERREZ,Departamento,108.0,3,2,1500000
TUXTLA GUTIERREZ,Casa,115.0,3,3,1500000
TUXTLA GUTIERREZ,Casa,120.0,4,2,1500000
TUXTLA GUTIERREZ,Casa,145.0,3,2,1500000
TUXTLA GUTIERREZ,Casa,120.0,3,1,1500000
TUXTLA GUTIERREZ,Departamento,250.0,2,2,1509144
TUXTLA GUTIERREZ,Departamento,250.0,2,2,1509144
TUXTLA GUTIERREZ,Departamento,180.0,2,2,1510000
TUXTLA GUTIERREZ,Casa,96.0,3,2,1520000
TUXTLA GUTIERREZ,Casa,100.0,3,3,1530000
TUXTLA GUTIERREZ,Casa,300.0,3,3,1533000
TUXTLA GUTIERREZ,Casa,180.0,3,2,1537800
TUXTLA GUTIERREZ,Casa,100.0,3,3,1537800
TUXTLA GUTIERREZ,Casa,180.0,3,2,1540000
TUXTLA GUTIERREZ,Casa,105.0,3,2,1550000
TUXTLA GUTIERREZ,Casa,103.0,4,4,1550000
TUXTLA GUTIERREZ,Casa,213.0,3,3,1550000
TUXTLA GUTIERREZ,Casa,130.0,3,4,1550000
TUXTLA GUTIERREZ,Casa,160.0,2,2,1550000
TUXTLA GUTIERREZ,Casa,193.0,3,2,1550000
TUXTLA GUTIERREZ,Casa,80.0,3,2,1550000
TUXTLA GUTIERREZ,Casa,111.0,3,2,1550000
TUXTLA GUTIERREZ,Casa,110.0,3,3,1550000
TUXTLA GUTIERREZ,Casa,223.0,3,3,1550000
TUXTLA GUTIERREZ,Casa,140.0,3,3,1550000
TUXTLA GUTIERREZ,Casa,139.0,3,3,1550000
TUXTLA GUTIERREZ,Casa,120.0,3,3,1550000
TUXTLA GUTIERREZ,Casa,140.0,4,2,1550000
TUXTLA GUTIERREZ,Casa,154.0,5,2,1550000
TUXTLA GUTIERREZ,Casa,190.0,2,2,1550000
TUXTLA GUTIERREZ,Casa,107.0,2,2,1550000
TUXTLA GUTIERREZ,Casa,260.0,3,2,1550000
TUXTLA GUTIERREZ,Casa,176.0,3,3,1550000
TUXTLA GUTIERREZ,Casa,155.0,3,3,1550000
TUXTLA GUTIERREZ,Departamento,140.0,3,2,1550000
TUXTLA GUTIERREZ,Casa,145.0,3,4,1550000
TUXTLA GUTIERREZ,Casa,120.0,3,3,1550000
TUXTLA GUTIERREZ,Casa,222.0,3,2,1550000
TUXTLA GUTIERREZ,Casa,115.0,3,3,1550000
TUXTLA GUTIERREZ,Casa,170.0,3,3,1560000
TUXTLA GUTIERREZ,Casa,80.0,3,2,1563000
TUXTLA GUTIERREZ,Casa,190.0,3,2,1570000
TUXTLA GUTIERREZ,Casa,141.0,3,3,1575000
TUXTLA GUTIERREZ,Casa,158.0,2,2,1580000
TUXTLA GUTIERREZ,Casa,189.0,3,3,1580000
TUXTLA GUTIERREZ,Casa,400.0,3,3,1580000
TUXTLA GUTIERREZ,Casa,155.0,3,3,1580000
TUXTLA GUTIERREZ,Casa,189.0,2,2,1580000
TUXTLA GUTIERREZ,Casa,90.0,2,1,1580000
TUXTLA GUTIERREZ,Casa,141.0,2,2,1590000
TUXTLA GUTIERREZ,Casa,140.0,3,2,1592400
TUXTLA GUTIERREZ,Casa,120.0,3,3,1592400
TUXTLA GUTIERREZ,Casa,112.0,3,1,1595000
TUXTLA GUTIERREZ,Casa,130.0,3,2,1595000
TUXTLA GUTIERREZ,Casa,130.0,3,2,1595000
TUXTLA GUTIERREZ,Casa,106.0,2,3,1600000
TUXTLA GUTIERREZ,Casa,141.0,3,2,1600000
TUXTLA GUTIERREZ,Casa,120.0,2,2,1600000
TUXTLA GUTIERREZ,Casa,100.0,3,2,1600000
TUXTLA GUTIERREZ,Casa,100.0,3,1,1600000
TUXTLA GUTIERREZ,Casa,120.0,2,2,1600000
TUXTLA GUTIERREZ,Casa,100.0,4,3,1600000
TUXTLA GUTIERREZ,Casa,155.0,2,2,1600000
TUXTLA GUTIERREZ,Casa,152.0,3,3,1600000
TUXTLA GUTIERREZ,Casa,131.0,3,3,1600000
TUXTLA GUTIERREZ,Casa,200.0,3,3,1600000
TUXTLA GUTIERREZ,Casa,160.0,2,3,1600000
TUXTLA GUTIERREZ,Casa,204.0,5,2,1600000
TUXTLA GUTIERREZ,Casa,205.0,3,3,1600000
TUXTLA GUTIERREZ,Casa,200.0,4,3,1600000
TUXTLA GUTIERREZ,Casa,120.0,3,3,1600000
TUXTLA GUTIERREZ,Casa,128.0,3,2,1600000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1600000
TUXTLA GUTIERREZ,Casa,140.0,4,3,1600000
TUXTLA GUTIERREZ,Casa,180.0,3,3,1600000
TUXTLA GUTIERREZ,Departamento,200.0,3,3,1600000
TUXTLA GUTIERREZ,Casa,205.0,2,2,1600000
TUXTLA GUTIERREZ,Casa,205.0,3,2,1600000
TUXTLA GUTIERREZ,Casa,205.0,3,3,1611900
TUXTLA GUTIERREZ,Casa,205.0,3,3,1612000
TUXTLA GUTIERREZ,Casa,160.0,3,2,1612000
TUXTLA GUTIERREZ,Casa,180.0,3,2,1612000
TUXTLA GUTIERREZ,Casa,128.0,3,2,1620000
TUXTLA GUTIERREZ,Casa,112.0,3,2,1630000
TUXTLA GUTIERREZ,Casa,295.0,3,1,1635000
TUXTLA GUTIERREZ,Casa,142.0,5,5,1635000
TUXTLA GUTIERREZ,Casa,205.0,4,3,1635000
TUXTLA GUTIERREZ,Casa,205.0,2,2,1638000
TUXTLA GUTIERREZ,Casa,205.0,4,2,1650000
TUXTLA GUTIERREZ,Casa,205.0,2,1,1650000
TUXTLA GUTIERREZ,Casa,205.0,4,2,1650000
TUXTLA GUTIERREZ,Casa,205.0,5,4,1650000
TUXTLA GUTIERREZ,Casa,250.0,3,2,1650000
TUXTLA GUTIERREZ,Casa,250.0,3,3,1650000
TUXTLA GUTIERREZ,Casa,112.0,4,3,1650000
TUXTLA GUTIERREZ,Casa,140.0,3,3,1650000
TUXTLA GUTIERREZ,Casa,180.0,2,3,1650000
TUXTLA GUTIERREZ,Casa,180.0,3,2,1650000
TUXTLA GUTIERREZ,Casa,170.0,3,1,1650000
TUXTLA GUTIERREZ,Casa,258.0,3,2,1650000
TUXTLA GUTIERREZ,Casa,170.0,3,2,1650000
TUXTLA GUTIERREZ,Casa,170.0,3,3,1650000
TUXTLA GUTIERREZ,Casa,170.0,3,2,1650000
TUXTLA GUTIERREZ,Casa,170.0,2,1,1667000
TUXTLA GUTIERREZ,Casa,170.0,3,2,1680000
TUXTLA GUTIERREZ,Casa,170.0,2,1,1680000
TUXTLA GUTIERREZ,Casa,170.0,4,3,1689000
TUXTLA GUTIERREZ,Casa,170.0,3,2,1690000
TUXTLA GUTIERREZ,Casa,200.0,2,2,1690000
TUXTLA GUTIERREZ,Casa,180.0,3,3,1690000
TUXTLA GUTIERREZ,Casa,170.0,4,2,1700000
TUXTLA GUTIERREZ,Casa,170.0,3,3,1700000
TUXTLA GUTIERREZ,Casa,170.0,2,1,1700000
TUXTLA GUTIERREZ,Casa,170.0,3,2,1700000
TUXTLA GUTIERREZ,Casa,170.0,4,2,1700000
TUXTLA GUTIERREZ,Casa,170.0,2,1,1700000
TUXTLA GUTIERREZ,Casa,170.0,3,3,1700000
TUXTLA GUTIERREZ,Casa,170.0,3,3,1700000
TUXTLA GUTIERREZ,Casa,130.0,3,2,1700000
TUXTLA GUTIERREZ,Casa,205.0,4,2,1700000
TUXTLA GUTIERREZ,Casa,170.0,3,3,1700000
TUXTLA GUTIERREZ,Casa,170.0,2,2,1700000
TUXTLA GUTIERREZ,Casa,170.0,4,3,1700000
TUXTLA GUTIERREZ,Casa,170.0,3,2,1700000
TUXTLA GUTIERREZ,Casa,170.0,2,1,1700000
TUXTLA GUTIERREZ,Casa,170.0,3,3,1700000
TUXTLA GUTIERREZ,Casa,180.0,3,2,1700000
TUXTLA GUTIERREZ,Casa,170.0,3,1,1709002
TUXTLA GUTIERREZ,Casa,170.0,3,2,1720000
TUXTLA GUTIERREZ,Casa,170.0,3,3,1720000
TUXTLA GUTIERREZ,Casa,145.0,3,4,1735000
TUXTLA GUTIERREZ,Casa,130.0,3,2,1738750
TUXTLA GUTIERREZ,Casa,145.0,3,2,1750000
TUXTLA GUTIERREZ,Casa,130.0,2,2,1750000
TUXTLA GUTIERREZ,Casa,140.0,4,4,1750000
TUXTLA GUTIERREZ,Casa,135.0,4,2,1750000
TUXTLA GUTIERREZ,Casa,135.0,3,4,1750000
TUXTLA GUTIERREZ,Casa,135.0,3,3,1750000
TUXTLA GUTIERREZ,Casa,135.0,4,2,1750000
TUXTLA GUTIERREZ,Casa,135.0,2,2,1750000
TUXTLA GUTIERREZ,Casa,135.0,2,2,1750000
TUXTLA GUTIERREZ,Casa,135.0,4,2,1750000
TUXTLA GUTIERREZ,Casa,135.0,2,2,1750000
TUXTLA GUTIERREZ,Departamento,135.0,3,2,1756000
TUXTLA GUTIERREZ,Casa,160.0,3,1,1760000
TUXTLA GUTIERREZ,Casa,320.0,3,1,1760000
TUXTLA GUTIERREZ,Departamento,170.0,2,2,1761000
TUXTLA GUTIERREZ,Casa,130.0,2,2,1780000
TUXTLA GUTIERREZ,Casa,200.0,4,2,1780000
TUXTLA GUTIERREZ,Casa,125.0,2,2,1785000
TUXTLA GUTIERREZ,Casa,125.0,2,2,1785000
TUXTLA GUTIERREZ,Casa,135.0,2,2,1785000
TUXTLA GUTIERREZ,Casa,135.0,2,1,1785000
TUXTLA GUTIERREZ,Casa,135.0,3,3,1790000
TUXTLA GUTIERREZ,Casa,135.0,3,3,1790000
